category_name,category_url,section_name,section_url,image,title,developer,gender,rating,price,average_rating,gallery,description,eligible,updated,size,installs,current_version,content_rating,interactive_elements,in_app_products,permissions,report,offered_by
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/J3_TFGcPqHiKCAbQdY6amQ9togf1l44hRfKfwTm74xDYH02pGYhrjfNxTGvApzORNZc=s180,"Kooup - Date, Chat & Meet Your Soulmate","Fugang Co., Ltd.","Fugang Co., Ltd.","46,684",0,4.7,"https://play-lh.googleusercontent.com/vk8SaHwPB2ZEAiTbBRKmBCuEQ7ic5Ql2VUnHai6mLEjUrij7CM-TB-2MRlT6BAL2XY4=w720-h310,https://play-lh.googleusercontent.com/-tzNjvVzrSKtcf9_Oyq7OYpeH_-CE2s7fXdyUSTtrTwJHVcbT8MuYLdCwT_eGU43FB4=w720-h310,https://play-lh.googleusercontent.com/x4F7L8PlQgS2u5KdRQtjbEEmME03ZdMDMmUVxCdNxpn5lGKcd3cf8F3llE9d1MBblw=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Do you believe in ""destiny""? ",,"July 13, 2021",17M,"1,000,000+",1.7.22,Rated for 18+,Users Interact,"₫21,000 - ₫442,000 per item",View details,Flag as inappropriate,"Fugang Co., Ltd."
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/W37AONpQ9pGGbffbGFM-uR4RzccuAiq8kX59UM0iBNal6KHGfckYucKhq9AkNPPpsa4=s180,Vietnam Dating,HyperSolution.org,HyperSolution.org,233,0,4.6,"https://play-lh.googleusercontent.com/TuCkGAjJSBbrxSTHD6nJ1Rc-clfSy_zprPPQycHRENiFvnXjqZ-m1L7axYyYL5-Jaw=w720-h310,https://play-lh.googleusercontent.com/gcbkB5_eqscBGF6j9ISMVd6cK_dYmfILTcV-pN1FJjbFhdgGp1EMT1OdsTsHAPuDOTVt=w720-h310,https://play-lh.googleusercontent.com/hT-iDNzurMGaNi341nZc8tlkFZm67I5WW-HUDzDSxu-jyegfpP6rSdDi3fvg0gfcCRw4=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",❤️ Google Play Editor’s Choice - Trusted Free Dating App for Love ❤️,,"September 26, 2020",12M,"10,000+",3.6.0,Rated for 18+,"Users Interact, Shares Location",,View details,Flag as inappropriate,HyperSolution.org
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/yHjPGrR43LmZugnKwPn5W0ZFVJLEpxcxlfaInuAaMlXR6FfVuaX3nbc83y0v8GAIDlc=s180,SexO: Free Girls Video-Cam Chat,Marinatus,Marinatus,38,0,3.7,"https://play-lh.googleusercontent.com/kf5kkROUM6B64EJ1vm92DVCi79knzmjpai0EjNx0lLnKjR6TN__Wqxr337w2C_u-uPQB=w720-h310,https://play-lh.googleusercontent.com/q_AFmoJM2rCqFjK2ONE2i8ERICYyiRCCEt8xukD3zvsp2medrAFjI6m3vN-VIIiMnA=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",SexO: Free Girls Video-Cam Chat is anonymous random chat app to meet new people. You don’t need to create any login or account. Just start one on one chat with a single tap. Very Simple!,,"June 14, 2021",3.0M,"10,000+",0.3.1,Rated for 18+,Users Interact,,View details,Flag as inappropriate,Marinatus
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/YZdCe52ZYNl09lhFRHYVBfJszv9McRrjtQhAEZzRNiMCZ7EqOGBSLCZVX_9difIb6Q=s180,"Love Diary (Love Memory, Love Days Counter)",Desa Technology,Desa Technology,110,0,4.3,"https://play-lh.googleusercontent.com/ELI3MSsPDtlsKgrNVIWH4MIAZmHiie7pLQlZ4Tt0ArWb5ujlAMGWI8uhfPilXb9WlAc=w720-h310,https://play-lh.googleusercontent.com/K-I3ExhJy4fUYLNTX63gZMl_56QPVNbaGc9MH4KW24gulVLxBaw0jgR9W-JoRUgJWVA=w720-h310,https://play-lh.googleusercontent.com/d94fiI0XE_fhggUuozU-NSz9jrGitIyrclTedhnq4WAMHXHv0nL1Ax9HghRbWXNWXn8=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Count the number of days that you have been together! It is interesting, right?",,"November 21, 2020",6.4M,"10,000+",1911.20,Rated for 3+,,,View details,Flag as inappropriate,Desa Technology
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/A8XrQrTDGuyUvORd98VcXsy6bMDDsziEhcrpaR6xGf3KdDMJ1qSRh3f0SAWP6uxmou0=s180,Chat & Date: Dating Made Simple to Meet New People,OR NOT LIMITED,OR NOT LIMITED,"350,155",0,3.9,"https://play-lh.googleusercontent.com/eYbEP89L-9rnzE0HnkAJUzHa0t00UUaqtUzHhp38Pknu60dzrmqo-D4Qnx4Qfvo1yA=w720-h310,https://play-lh.googleusercontent.com/4aQ0tOzVr9D9KC7u5-PoFldNEUEIJ3NSf_wrLyZgrrrjrKoRyjyUSJAPReBvk4BxBruB=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Chat & Date is the most easy to use dating app to help you find amazing people near you, and let them find you too ❤️",,"August 16, 2021",62M,"10,000,000+",5.232.2,Rated for 18+,"Users Interact, Shares Location, In-App Purchases","₫21,000 - ₫3,950,000 per item",View details,Flag as inappropriate,OR NOT LIMITED
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/gMGLIiTfH6_qXG-QtIPdu_a_nVIN0_4I6wZRHXLFSXI5XBtJRAAkd0HxpfxxlGzh6PE=s180,语玩，免费的聊天交朋友应用程序,Yuwan Technology (Guiyang) Ltd.,Yuwan Technology (Guiyang) Ltd.,"1,325",0,3.5,"https://play-lh.googleusercontent.com/E1gSR3CBadu9YZfrg613Xz-kpwe6iSBpqiZq9AnWsd1Gpc5EbbRPxPGfCeb6cnSihA=w720-h310,https://play-lh.googleusercontent.com/86t_1hsaYrvrF6L7PYdvxFdlzS0uAkU4Um5H-Cxo-AAVr1wT0HYLochJao7Qf0JXqhRL=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",语玩App　交友很容易，100%免费的聊天交友应用程序,,"April 9, 2021",90M,"50,000+",1.27.1,Rated for 18+,"Users Interact, Shares Location","₫23,000 - ₫768,000 per item",View details,Flag as inappropriate,Yuwan Technology (Guiyang) Ltd.
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/RcVaaGzVXFjbUU4bbrxIRVb9UjZ6TII6ijukzzCZFbuBYgQDRO0IuQcXSe3iBbD7Xtc8=s180,Anonymous dating and chat free,Mamba.ru,Mamba.ru,"27,668",0,3.7,"https://play-lh.googleusercontent.com/L4NJy0wEaFyx_BaDLRoPL0VG_N_Tr9CL1QLZZUercRTtfiouXM4w-n-Kdn9_kJWDf17e=w720-h310,https://play-lh.googleusercontent.com/I6Dw6uqv2q3PECCEtYE_y6wV5sMrp1BFm9g7sBjTyrjmbOxkPXwNt6BDfvxnWY06Pt4=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Looking for friends and want to turn your fantasies into reality? Then this dating app is for you! Chat with boys and girls FOR FREE. Install and experience pleasure meeting new people! ,,"September 16, 2019",8.9M,"1,000,000+",1.7.14 (75),Rated for 18+,Users Interact,"₫15,000 - ₫294,000 per item",View details,Flag as inappropriate,Mamba.ru
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/XkfRMbwPSzegCkS4PAj9kGyRQGAKZsKCkVeLwG-cj7gWdasmY6E9qV8cltxx8nvgmHc=s180,HongKongCupid - Hong Kong Dating App,Cupid Media,Cupid Media,255,0,3.6,"https://play-lh.googleusercontent.com/4qsxf8_9viSuOsjMEgfTE0LSa9bgWzAFxEnxX3NWkNZe4dN4g2TEaiT2byowN3OUymU=w720-h310,https://play-lh.googleusercontent.com/qsY2ZvjBHFCTghTMpzKDGjO8Lusw4x4v_foo_mJKypGxDYx56rFV_gSTPMXl8D3MxoqL=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","HongKongCupid is a leading local dating app dedicated to bringing Hong Kong singles together to find their perfect match. We are a trusted Hong Kong dating site and app helping to connect Asian singles both locally and internationally. If you want to experience a truly authentic dating app, HongKongCupid is the app for you. This Hong Kong and Chinese dating app is perfect for Hong Kong women, Asian women and Chinese women looking for love, dating and marriage-minded men. With the HongKongCupid mobile app, you can create a new account and begin writing your love story in a matter of minutes. Download this Hong Kong dating app now and start browsing profiles!",,"June 25, 2021",3.8M,"50,000+",4.2.1.3407,Rated for 18+,"Users Interact, Shares Info, Digital Purchases","₫398,000 - ₫1,900,000 per item",View details,Flag as inappropriate,Cupid Media
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/t4qLjaAedzMklwVtCrdliIWjPMpk1gkRcCEJn9DBJE6CSY4QqaKcSX_kBbtcYzF-CYg=s180,Belove - Matching and Dating App,SunSoft Inc,SunSoft Inc,40,0,4.4,"https://play-lh.googleusercontent.com/4OfUkNmTjBHpgXesMIdMyxtbqpwyyUV1huvrI85AwP-LIF5-pQgzF2m4xMVjvSPLhDw=w720-h310,https://play-lh.googleusercontent.com/bsr3drhxhwcffHiMRJhKC9Y_FFz46UIJSaJ6HPK7BKVB4qZu3GjQHhhwYFmI0bPV5BCn=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",💜 Belove are nice place to date with honest people 💜💜💜💜💜,,"August 12, 2021",23M,"1,000+",1.2.3,Rated for 18+,"Users Interact, In-App Purchases","₫5,000 - ₫800,000 per item",View details,Flag as inappropriate,SunSoft Inc
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/2LlW1_Yft8uXb8tQL_raY77xI_2qL63KXqL-ybEok35kEifxaYDilMRbGY4ZC0zY6b0=s180,"LP: Dating Cam, Video Chat & Live Talk",LovePlanet LLC,LovePlanet LLC,"81,995",0,4.0,"https://play-lh.googleusercontent.com/mAlq_p9wlwcAfJpreoS3aS2IkeFMrMFj0MdtdevIsiYmtQlolWqABdcF8aeVtwWd0Ngd=w720-h310,https://play-lh.googleusercontent.com/6gmEj9dyvdykEJOfp8qEz-cZWOuaiuzBiWNhIhQmJvVfVnVl9KEfQx7JurtVfL7RoFsD=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","There are so many men and women around who'd wish to meet, chat, flirt or go dating with you! Whether you want to find a friend or find love, this app will be the best tool for achieving the goal.",,"August 13, 2021",26M,"5,000,000+",2.99.17,Rated for 18+,"Users Interact, Shares Location, Digital Purchases","₫24,000 - ₫949,000 per item",View details,Flag as inappropriate,LovePlanet LLC
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/JY3Q6agIW44Jtf-4Q6cJc6umujs1eyj8ur9LJ3DRhEO17dH59KGnO7nCfcX-uX3ztaY=s180,"Les: Lesbian Dating App, Chat & Meet Up LGBT Girls",Lesbian Dating & Chat Apps,Lesbian Dating & Chat Apps,"1,882",0,4.7,"https://play-lh.googleusercontent.com/2cOQP3ZqGQ5L7O8z8smZfpJZepvhGuqOSvS_zM7zaM_e3KldBc3BqmvJ-KNPckHwzZA8=w720-h310,https://play-lh.googleusercontent.com/bpcmqcbOuO36rXqWTt-54I8lfDaLW4GIBiT_cvDwUmeLmbqHQClUcfGmleEqOs9ukdE=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Les is a brand new social network & dating app for lesbian, bisexual and queer women. It's a great community for LGBT girls to meet and chat in their area or around the world.",,"April 27, 2021",30M,"100,000+",1.7.2,Rated for 18+,"Users Interact, Shares Location","₫232,000 - ₫698,000 per item",View details,Flag as inappropriate,Lesbian Dating & Chat Apps
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/1ZHVmQJq8CIcBCmMubuDe-lPp9IHuPKfx8lQICcQEgJMmmf7z9eSfRVNsPSqjL9Sqo-B=s180,Gay Radar Live Video Dating Chat - Chance,FirstStep dating,FirstStep dating,"1,660",0,4.0,"https://play-lh.googleusercontent.com/WGF5r8HURyDGVXpwikt59WmMhrhLCo50V-aWOSzcJgmyTn3czxttoNLE6TyNMuFUDmEC=w720-h310,https://play-lh.googleusercontent.com/1oRsFxxPE4LC9dp6jk7bw7uzvG6QDM_AZQyeriBHyhTqxa8OsVpTRPP3GVEJLjPE9Mc=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Gay & bi, bears & twinks, all are here! ",,"August 6, 2021",28M,"100,000+",1.1.20,Rated for 18+,"Users Interact, Shares Location, In-App Purchases","₫19,000 - ₫751,000 per item",View details,Flag as inappropriate,FirstStep dating
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/WV-_1yzg_yCx7-Io42HjIHpIvl-2HJqJW1pJw3Koo3Pc-hbNlEqPkc6R2kD6ANoSoJ0=s180,"Hẹn Hò Online - Chat, hẹn hò, kết bạn, làm quen",Hẹn Hò Online Team,Hẹn Hò Online Team,15,0,3.7,"https://play-lh.googleusercontent.com/4SAV8P0RyU0P-1qP-fRjnVembKfqW4-BXJAau2L1xCRFeE8KvJqCKF2epx-nnob5Ow=w720-h310,https://play-lh.googleusercontent.com/V1uYZGDLxkdTG4koijErNtBmwR10JiWE35yrEKL0JCi7xCQ25v2fetTC2gs3KOVfE-I=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","Hẹn Hò Online là ứng dụng hẹn hò dành cho người Việt Nam. Với những tính năng thuận tiện và giao diện thân thiện, Hẹn Hò Online sẽ mang đến những trải nghiệm thú vị để tìm kiếm và kết nối với một nửa của bạn.",,"July 16, 2021",55M,"1,000+",2.6.0,Rated for 18+,"Users Interact, Shares Location","₫22,000 - ₫449,000 per item",View details,Flag as inappropriate,Hẹn Hò Online Team
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/evb48n20htZviAbA_gIR3Ecz0BFt-ypqtZrNSKCVIRfehrHaYl9vbytO1DYHQPHjk2d8=s180,Video Call Random Chat - Live Talk,Mithila,Mithila,552,0,3.5,"https://play-lh.googleusercontent.com/udcr3bKpNZuA6PsmLf20gCSgMowlEJW8zBmzi8HOqfmcEcF7PuVac-dRtoFIAhy-Sg=w720-h310,https://play-lh.googleusercontent.com/N0NXmg-cVe3_zHodX4kbKHnzwy3bREyoi9jxArPoxmfxmDPV5BVhrD8SMz62Wyi6pRdv=w720-h310,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Random Video Call to beautiful people and enjoy. Make Live Video Call and also live chat with them. Make new friends,,"June 25, 2021",42M,"500,000+",14,Rated for 18+,Users Interact,,View details,Flag as inappropriate,Mithila
Dating,https://play.google.com/store/apps/category/DATING,Top free,https://play.google.com/store/apps/collection/cluster?clp=0g4eChwKFnRvcHNlbGxpbmdfZnJlZV9EQVRJTkcQBxgD:S:ANO1ljJ0qxs&gsr=CiHSDh4KHAoWdG9wc2VsbGluZ19mcmVlX0RBVElORxAHGAM%3D:S:ANO1ljJvMRw,https://play-lh.googleusercontent.com/DN649mf54Y9uK7vuzzec36RROHFpDlFi4b9WujP8bCrec2siPcCtVSsOwhlsavadTg=s180,Moon Live Streaming Dating Audio Video Calls,Application and game,Application and game,15,0,2.9,"https://play-lh.googleusercontent.com/wEo8CIG4myPTNc9BJBPNrkwY1gL8WP6tmXcDwYyHWJfB5-7-r98zHLAbYWLS0MaU0BAx=w720-h310,https://play-lh.googleusercontent.com/B5LVj6FMIcxeQQvVm_0aA2h4DVF7tGSQLwgSIfhIODODGSkQh7C3TWophvgx1GDR2c4=w720-h310","Moon Live Streaming Dating Audio Video Calls The complete dating app people can find new friends, connect in real time, give each other gifts, and much more.",,"October 10, 2020",12M,"5,000+",5.2,Rated for 18+,"Users Interact, In-App Purchases",,View details,Flag as inappropriate,Application and game
